Version,Subject,Time Step,EnvirInFlow,EnvirOutFlow,UserInFlow,UserOutFlow,AmountInTank,Goal
Linear increase,t36,87,8.960,0.000,0.000,8.900,4.050,4.000
Linear increase,t36,88,9.040,0.000,0.000,9.500,3.590,4.000
Linear increase,t36,89,9.120,0.000,0.000,9.000,3.710,4.000
Linear increase,t36,90,9.200,0.000,0.000,8.900,4.010,4.000
Linear increase,t36,91,9.280,0.000,0.000,9.250,4.040,4.000
Linear increase,t36,92,9.360,0.000,0.000,9.300,4.100,4.000
Linear increase,t36,93,9.440,0.000,0.000,9.450,4.090,4.000
Linear increase,t36,94,9.520,0.000,0.000,9.600,4.010,4.000
Linear increase,t36,95,9.600,0.000,0.000,9.800,3.810,4.000
Linear increase,t36,96,9.680,0.000,0.000,9.650,3.840,4.000
Linear increase,t36,97,9.760,0.000,0.000,9.600,4.000,4.000
Linear increase,t36,98,9.840,0.000,0.000,9.800,4.040,4.000
Linear increase,t36,99,9.920,0.000,0.000,9.900,4.060,4.000
Linear increase,t36,100,10.000,0.000,0.000,10.000,4.060,4.000
Linear increase,t40,1,2.080,0.000,2.000,0.000,6.080,4.000
Linear increase,t40,2,2.160,0.000,0.000,4.000,4.240,4.000
Linear increase,t40,3,2.240,0.000,0.000,2.000,4.480,4.000
Linear increase,t40,4,2.320,0.000,0.000,2.500,4.300,4.000
Linear increase,t40,5,2.400,0.000,0.000,3.000,3.700,4.000
Linear increase,t40,6,2.480,0.000,0.000,2.000,4.180,4.000
Linear increase,t40,7,2.560,0.000,0.000,2.200,4.540,4.000
Linear increase,t40,8,2.640,0.000,0.000,4.000,3.180,4.000
Linear increase,t40,9,2.720,0.000,0.000,1.500,4.400,4.000
Linear increase,t40,10,2.800,0.000,0.000,2.800,4.400,4.000
Linear increase,t40,11,2.880,0.000,0.000,3.400,3.880,4.000
Linear increase,t40,12,2.960,0.000,0.120,3.000,3.960,4.000
Linear increase,t40,13,3.040,0.000,0.400,3.000,4.400,4.000
Linear increase,t40,14,3.120,0.000,0.600,3.500,4.620,4.000
Linear increase,t40,15,3.200,0.000,0.380,4.000,4.200,4.000
Linear increase,t40,16,3.280,0.000,0.800,4.500,3.780,4.000
Linear increase,t40,17,3.360,0.000,0.280,3.000,4.420,4.000
Linear increase,t40,18,3.440,0.000,1.000,4.000,4.860,4.000
Linear increase,t40,19,3.520,0.000,0.100,5.000,3.480,4.000
Linear increase,t40,20,3.600,0.000,0.000,2.000,5.080,4.000
Linear increase,t40,21,3.680,0.000,0.000,3.000,5.760,4.000
Linear increase,t40,22,3.760,0.000,0.000,5.000,4.520,4.000
Linear increase,t40,23,3.840,0.000,0.000,8.000,0.360,4.000
Linear increase,t40,24,3.920,0.000,0.000,1.000,3.280,4.000
Linear increase,t40,25,4.000,0.000,0.000,3.000,4.280,4.000
Linear increase,t40,26,4.080,0.000,0.000,3.500,4.860,4.000
Linear increase,t40,27,4.160,0.000,0.000,5.000,4.020,4.000
Linear increase,t40,28,4.240,0.000,0.000,4.000,4.260,4.000
Linear increase,t40,29,4.320,0.000,0.000,4.500,4.080,4.000
Linear increase,t40,30,4.400,0.000,0.000,5.080,3.400,4.000
Linear increase,t40,31,4.480,0.000,0.000,3.400,4.480,4.000
Linear increase,t40,32,4.560,0.000,0.000,5.480,3.560,4.000
Linear increase,t40,33,4.640,0.000,0.000,4.500,3.700,4.000
Linear increase,t40,34,4.720,0.000,0.000,4.500,3.920,4.000
Linear increase,t40,35,4.800,0.000,0.000,4.700,4.020,4.000
Linear increase,t40,36,4.880,0.000,0.000,5.100,3.800,4.000
Linear increase,t40,37,4.960,0.000,0.000,4.600,4.160,4.000
Linear increase,t40,38,5.040,0.000,0.000,5.600,3.600,4.000
Linear increase,t40,39,5.120,0.000,0.000,5.000,3.720,4.000
Linear increase,t40,40,5.200,0.000,0.000,5.000,3.920,4.000
Linear increase,t40,41,5.280,0.000,0.000,5.000,4.200,4.000
Linear increase,t40,42,5.360,0.000,0.000,5.500,4.060,4.000
Linear increase,t40,43,5.440,0.000,0.000,5.100,4.400,4.000
Linear increase,t40,44,5.520,0.000,0.000,5.400,4.520,4.000
Linear increase,t40,45,5.600,0.000,0.000,6.000,4.120,4.000
Linear increase,t40,46,5.680,0.000,0.000,6.200,3.600,4.000
Linear increase,t40,47,5.760,0.000,0.000,6.000,3.360,4.000
Linear increase,t40,48,5.840,0.000,0.000,5.800,3.400,4.000
Linear increase,t40,49,5.920,0.000,0.000,4.500,4.820,4.000
Linear increase,t40,50,6.000,0.000,0.000,6.000,4.820,4.000
Linear increase,t40,51,6.080,0.000,0.000,7.000,3.900,4.000
Linear increase,t40,52,6.160,0.000,0.000,6.900,3.160,4.000
Linear increase,t40,53,6.240,0.000,0.000,5.160,4.240,4.000
Linear increase,t40,54,6.320,0.000,0.000,5.000,5.560,4.000
Linear increase,t40,55,6.400,0.000,0.000,7.000,4.960,4.000
Linear increase,t40,56,6.480,0.000,0.000,8.000,3.440,4.000
Linear increase,t40,57,6.560,0.000,0.000,6.000,4.000,4.000
Linear increase,t40,58,6.640,0.000,0.000,6.000,4.640,4.000
Linear increase,t40,59,6.720,0.000,0.000,7.000,4.360,4.000
Linear increase,t40,60,6.800,0.000,0.000,7.200,3.960,4.000
Linear increase,t40,61,6.880,0.000,0.000,7.200,3.640,4.000
Linear increase,t40,62,6.960,0.000,0.000,6.800,3.800,4.000
Linear increase,t40,63,7.040,0.000,0.000,7.000,3.840,4.000
Linear increase,t40,64,7.120,0.000,0.000,6.900,4.060,4.000
Linear increase,t40,65,7.200,0.000,0.000,7.000,4.260,4.000
Linear increase,t40,66,7.280,0.000,0.000,7.300,4.240,4.000
Linear increase,t40,67,7.360,0.000,0.000,7.500,4.100,4.000
Linear increase,t40,68,7.440,0.000,0.000,7.500,4.040,4.000
Linear increase,t40,69,7.520,0.000,0.000,7.550,4.010,4.000
Linear increase,t40,70,7.600,0.000,0.000,7.600,4.010,4.000
Linear increase,t40,71,7.680,0.000,0.000,7.650,4.040,4.000
Linear increase,t40,72,7.760,0.000,0.000,7.750,4.050,4.000
Linear increase,t40,73,7.840,0.000,0.000,7.850,4.040,4.000
Linear increase,t40,74,7.920,0.000,0.000,7.900,4.060,4.000
Linear increase,t40,75,8.000,0.000,0.000,7.950,4.110,4.000
Linear increase,t40,76,8.080,0.000,0.000,8.500,3.690,4.000
Linear increase,t40,77,8.160,0.000,0.000,8.000,3.850,4.000
Linear increase,t40,78,8.240,0.000,0.000,8.050,4.040,4.000
Linear increase,t40,79,8.320,0.000,0.000,8.300,4.060,4.000
Linear increase,t40,80,8.400,0.000,0.000,8.350,4.110,4.000
Linear increase,t40,81,8.480,0.000,0.000,8.500,4.090,4.000
Linear increase,t40,82,8.560,0.000,0.000,8.600,4.050,4.000
Linear increase,t40,83,8.640,0.000,0.000,8.700,3.990,4.000
Linear increase,t40,84,8.720,0.000,0.000,8.700,4.010,4.000
Linear increase,t40,85,8.800,0.000,0.000,8.750,4.060,4.000
Linear increase,t40,86,8.880,0.000,0.000,8.830,4.110,4.000
Linear increase,t40,87,8.960,0.000,0.000,8.950,4.120,4.000
Linear increase,t40,88,9.040,0.000,0.000,9.100,4.060,4.000
Linear increase,t40,89,9.120,0.000,0.000,9.200,3.980,4.000
Linear increase,t40,90,9.200,0.000,0.000,9.300,3.880,4.000
Linear increase,t40,91,9.280,0.000,0.000,9.300,3.860,4.000
Linear increase,t40,92,9.360,0.000,0.000,9.300,3.920,4.000
Linear increase,t40,93,9.440,0.000,0.000,9.350,4.010,4.000
Linear increase,t40,94,9.520,0.000,0.000,9.450,4.080,4.000
Linear increase,t40,95,9.600,0.000,0.000,9.580,4.100,4.000
Linear increase,t40,96,9.680,0.000,0.000,9.680,4.100,4.000
Linear increase,t40,97,9.760,0.000,0.000,9.750,4.110,4.000
Linear increase,t40,98,9.840,0.000,0.000,9.820,4.130,4.000
Linear increase,t40,99,9.920,0.000,0.000,9.950,4.100,4.000
Linear increase,t40,100,10.000,0.000,0.000,10.030,4.070,4.000
Linear increase,t42,1,2.080,0.000,1.300,0.000,5.380,4.000
Linear increase,t42,2,2.160,0.000,0.000,0.800,6.740,4.000
Linear increase,t42,3,2.240,0.000,0.000,2.000,6.980,4.000
Linear increase,t42,4,2.320,0.000,0.000,5.000,4.300,4.000
Linear increase,t42,5,2.400,0.000,0.000,2.200,4.500,4.000
Linear increase,t42,6,2.480,0.000,0.000,2.800,4.180,4.000
Linear increase,t42,7,2.560,0.000,0.000,2.500,4.240,4.000
Linear increase,t42,8,2.640,0.000,0.000,2.800,4.080,4.000
Linear increase,t42,9,2.720,0.000,0.000,2.600,4.200,4.000
Linear increase,t42,10,2.800,0.000,0.000,2.900,4.100,4.000
Linear increase,t42,11,2.880,0.000,0.000,2.900,4.080,4.000
Linear increase,t42,12,2.960,0.000,0.000,2.950,4.090,4.000
Linear increase,t42,13,3.040,0.000,0.000,3.100,4.030,4.000
Linear increase,t42,14,3.120,0.000,0.000,3.150,4.000,4.000
Linear increase,t42,15,3.200,0.000,0.000,3.250,3.950,4.000
Linear increase,t42,16,3.280,0.000,0.000,3.300,3.930,4.000
Linear increase,t42,17,3.360,0.000,0.000,3.330,3.960,4.000
Linear increase,t42,18,3.440,0.000,0.000,3.360,4.040,4.000
Linear increase,t42,19,3.520,0.000,0.000,3.480,4.080,4.000
Linear increase,t42,20,3.600,0.000,0.000,3.600,4.080,4.000
Linear increase,t42,21,3.680,0.000,0.000,3.720,4.040,4.000
Linear increase,t42,22,3.760,0.000,0.000,3.800,4.000,4.000
Linear increase,t42,23,3.840,0.000,0.000,3.880,3.960,4.000
Linear increase,t42,24,3.920,0.000,0.000,3.960,3.920,4.000
Linear increase,t42,25,4.000,0.000,0.000,3.980,3.940,4.000
Linear increase,t42,26,4.080,0.000,0.000,4.040,3.980,4.000
Linear increase,t42,27,4.160,0.000,0.000,4.120,4.020,4.000
Linear increase,t42,28,4.240,0.000,0.000,4.220,4.040,4.000
Linear increase,t42,29,4.320,0.000,0.000,4.320,4.040,4.000
Linear increase,t42,30,4.400,0.000,0.000,4.400,4.040,4.000
Linear increase,t42,31,4.480,0.000,0.000,4.500,4.020,4.000
Linear increase,t42,32,4.560,0.000,0.000,4.560,4.020,4.000
Linear increase,t42,33,4.640,0.000,0.000,4.620,4.040,4.000
Linear increase,t42,34,4.720,0.000,0.000,4.760,4.000,4.000
Linear increase,t42,35,4.800,0.000,0.000,4.800,4.000,4.000
Linear increase,t42,36,4.880,0.000,0.000,4.880,4.000,4.000
Linear increase,t42,37,4.960,0.000,0.000,4.960,4.000,4.000
Linear increase,t42,38,5.040,0.000,0.000,5.040,4.000,4.000
Linear increase,t42,39,5.120,0.000,0.000,5.120,4.000,4.000
Linear increase,t42,40,5.200,0.000,0.000,5.200,4.000,4.000
Linear increase,t42,41,5.280,0.000,0.000,5.280,4.000,4.000
Linear increase,t42,42,5.360,0.000,0.000,5.360,4.000,4.000
Linear increase,t42,43,5.440,0.000,0.000,5.440,4.000,4.000
Linear increase,t42,44,5.520,0.000,0.000,5.520,4.000,4.000
Linear increase,t42,45,5.600,0.000,0.000,5.600,4.000,4.000
Linear increase,t42,46,5.680,0.000,0.000,5.880,3.800,4.000
Linear increase,t42,47,5.760,0.000,0.000,5.600,3.960,4.000
Linear increase,t42,48,5.840,0.000,0.000,5.700,4.100,4.000
Linear increase,t42,49,5.920,0.000,0.000,5.800,4.220,4.000
Linear increase,t42,50,6.000,0.000,0.000,5.900,4.320,4.000
Linear increase,t42,51,6.080,0.000,0.000,6.000,4.400,4.000
Linear increase,t42,52,6.160,0.000,0.000,6.500,4.060,4.000
Linear increase,t42,53,6.240,0.000,0.000,6.300,4.000,4.000
Linear increase,t42,54,6.320,0.000,0.000,6.380,3.940,4.000
Linear increase,t42,55,6.400,0.000,0.000,6.400,3.940,4.000
Linear increase,t42,56,6.480,0.000,0.000,6.450,3.970,4.000
Linear increase,t42,57,6.560,0.000,0.000,6.530,4.000,4.000
Linear increase,t42,58,6.640,0.000,0.000,6.640,4.000,4.000
Linear increase,t42,59,6.720,0.000,0.000,6.380,4.340,4.000
Linear increase,t42,60,6.800,0.000,0.000,7.100,4.040,4.000
Linear increase,t42,61,6.880,0.000,0.000,6.900,4.020,4.000
Linear increase,t42,62,6.960,0.000,0.000,7.000,3.980,4.000
Linear increase,t42,63,7.040,0.000,0.000,7.040,3.980,4.000
Linear increase,t42,64,7.120,0.000,0.000,7.100,4.000,4.000
Linear increase,t42,65,7.200,0.000,0.000,7.200,4.000,4.000
Linear increase,t42,66,7.280,0.000,0.000,7.280,4.000,4.000
Linear increase,t42,67,7.360,0.000,0.000,7.360,4.000,4.000
Linear increase,t42,68,7.440,0.000,0.000,7.440,4.000,4.000
Linear increase,t42,69,7.520,0.000,0.000,7.520,4.000,4.000
Linear increase,t42,70,7.600,0.000,0.000,7.600,4.000,4.000
Linear increase,t42,71,7.680,0.000,0.000,7.680,4.000,4.000
Linear increase,t42,72,7.760,0.000,0.000,7.760,4.000,4.000
Linear increase,t42,73,7.840,0.000,0.000,7.840,4.000,4.000
Linear increase,t42,74,7.920,0.000,0.000,7.920,4.000,4.000
Linear increase,t42,75,8.000,0.000,0.000,8.000,4.000,4.000
Linear increase,t42,76,8.080,0.000,0.000,8.080,4.000,4.000
Linear increase,t42,77,8.160,0.000,0.000,8.160,4.000,4.000
Linear increase,t42,78,8.240,0.000,0.000,8.240,4.000,4.000
Linear increase,t42,79,8.320,0.000,0.000,8.320,4.000,4.000
Linear increase,t42,80,8.400,0.000,0.000,8.400,4.000,4.000
Linear increase,t42,81,8.480,0.000,0.000,8.480,4.000,4.000
Linear increase,t42,82,8.560,0.000,0.000,8.560,4.000,4.000
Linear increase,t42,83,8.640,0.000,0.000,8.640,4.000,4.000
Linear increase,t42,84,8.720,0.000,0.000,8.720,4.000,4.000
Linear increase,t42,85,8.800,0.000,0.000,8.800,4.000,4.000
Linear increase,t42,86,8.880,0.000,0.000,8.880,4.000,4.000
Linear increase,t42,87,8.960,0.000,0.000,8.960,4.000,4.000
Linear increase,t42,88,9.040,0.000,0.000,9.000,4.040,4.000
Linear increase,t42,89,9.120,0.000,0.000,9.160,4.000,4.000
Linear increase,t42,90,9.200,0.000,0.000,9.200,4.000,4.000
Linear increase,t42,91,9.280,0.000,0.000,9.280,4.000,4.000
Linear increase,t42,92,9.360,0.000,0.000,9.360,4.000,4.000
Linear increase,t42,93,9.440,0.000,0.000,9.440,4.000,4.000
Linear increase,t42,94,9.520,0.000,0.000,9.520,4.000,4.000
Linear increase,t42,95,9.600,0.000,0.000,9.600,4.000,4.000
Linear increase,t42,96,9.680,0.000,0.000,9.680,4.000,4.000
Linear increase,t42,97,9.760,0.000,0.000,9.760,4.000,4.000
Linear increase,t42,98,9.840,0.000,0.000,9.840,4.000,4.000
Linear increase,t42,99,9.920,0.000,0.000,9.920,4.000,4.000
Linear increase,t42,100,10.000,0.000,0.000,10.000,4.000,4.000
Linear increase,t44,1,2.080,0.000,2.000,1.000,5.080,4.000
Linear increase,t44,2,2.160,0.000,1.000,1.000,7.240,4.000
Linear increase,t44,3,2.240,0.000,0.000,3.000,6.480,4.000
Linear increase,t44,4,2.320,0.000,0.000,2.000,6.800,4.000
Linear increase,t44,5,2.400,0.000,0.000,4.000,5.200,4.000
Linear increase,t44,6,2.480,0.000,0.000,2.800,4.880,4.000
Linear increase,t44,7,2.560,0.000,2.520,3.000,6.960,4.000
Linear increase,t44,8,2.640,0.000,0.000,5.000,4.600,4.000
Linear increase,t44,9,2.720,0.000,0.000,3.200,4.120,4.000
Linear increase,t44,10,2.800,0.000,0.000,2.830,4.090,4.000
Linear increase,t44,11,2.880,0.000,0.000,2.900,4.070,4.000
Linear increase,t44,12,2.960,0.000,0.000,3.000,4.030,4.000
Linear increase,t44,13,3.040,0.000,0.000,3.200,3.870,4.000
Linear increase,t44,14,3.120,0.000,0.000,2.880,4.110,4.000
Linear increase,t44,15,3.200,0.000,0.000,3.150,4.160,4.000
Linear increase,t44,16,3.280,0.000,0.000,3.400,4.040,4.000
Linear increase,t44,17,3.360,0.000,0.000,3.350,4.050,4.000
Linear increase,t44,18,3.440,0.000,0.000,3.430,4.060,4.000
Linear increase,t44,19,3.520,0.000,0.000,3.510,4.070,4.000
Linear increase,t44,20,3.600,0.000,0.000,3.620,4.050,4.000
Linear increase,t44,21,3.680,0.000,0.000,3.680,4.050,4.000
Linear increase,t44,22,3.760,0.000,0.000,3.760,4.050,4.000
Linear increase,t44,23,3.840,0.000,0.000,3.830,4.060,4.000
Linear increase,t44,24,3.920,0.000,0.000,3.930,4.050,4.000
Linear increase,t44,25,4.000,0.000,0.000,4.030,4.020,4.000
Linear increase,t44,26,4.080,0.000,0.000,4.050,4.050,4.000
Linear increase,t44,27,4.160,0.000,0.000,4.150,4.060,4.000
Linear increase,t44,28,4.240,0.000,0.000,4.250,4.050,4.000
Linear increase,t44,29,4.320,0.000,0.000,4.350,4.020,4.000
Linear increase,t44,30,4.400,0.000,0.000,4.370,4.050,4.000
Linear increase,t44,31,4.480,0.000,0.000,4.500,4.030,4.000
Linear increase,t44,32,4.560,0.000,0.000,4.570,4.020,4.000
Linear increase,t44,33,4.640,0.000,0.000,4.660,4.000,4.000
Linear increase,t44,34,4.720,0.000,0.000,4.700,4.020,4.000
Linear increase,t44,35,4.800,0.000,0.000,4.780,4.040,4.000
Linear increase,t44,36,4.880,0.000,0.000,4.890,4.030,4.000
Linear increase,t44,37,4.960,0.000,0.000,4.970,4.020,4.000
Linear increase,t44,38,5.040,0.000,0.000,5.080,3.980,4.000
Linear increase,t44,39,5.120,0.000,0.000,5.090,4.010,4.000
Linear increase,t44,40,5.200,0.000,0.000,5.190,4.020,4.000
Linear increase,t44,41,5.280,0.000,0.000,5.290,4.010,4.000
Linear increase,t44,42,5.360,0.000,0.000,5.350,4.020,4.000
Linear increase,t44,43,5.440,0.000,0.000,5.460,4.000,4.000
Linear increase,t44,44,5.520,0.000,0.000,5.500,4.020,4.000
Linear increase,t44,45,5.600,0.000,0.000,5.610,4.010,4.000
Linear increase,t44,46,5.680,0.000,0.000,5.710,3.980,4.000
Linear increase,t44,47,5.760,0.000,0.000,5.770,3.970,4.000
Linear increase,t44,48,5.840,0.000,0.000,5.830,3.980,4.000
Linear increase,t44,49,5.920,0.000,0.000,5.900,4.000,4.000
Linear increase,t44,50,6.000,0.000,0.000,6.000,4.000,4.000
Linear increase,t44,51,6.080,0.000,0.000,6.800,3.280,4.000
Linear increase,t44,52,6.160,0.000,0.000,5.440,4.000,4.000
Linear increase,t44,53,6.240,0.000,0.000,6.240,4.000,4.000
Linear increase,t44,54,6.320,0.000,0.000,6.320,4.000,4.000
Linear increase,t44,55,6.400,0.000,0.000,6.400,4.000,4.000
Linear increase,t44,56,6.480,0.000,0.000,6.480,4.000,4.000
Linear increase,t44,57,6.560,0.000,0.000,6.560,4.000,4.000
Linear increase,t44,58,6.640,0.000,0.000,6.640,4.000,4.000
Linear increase,t44,59,6.720,0.000,0.000,6.720,4.000,4.000
Linear increase,t44,60,6.800,0.000,0.000,6.800,4.000,4.000
Linear increase,t44,61,6.880,0.000,0.000,6.880,4.000,4.000
Linear increase,t44,62,6.960,0.000,0.000,6.960,4.000,4.000
Linear increase,t44,63,7.040,0.000,0.000,7.040,4.000,4.000
Linear increase,t44,64,7.120,0.000,0.000,7.120,4.000,4.000
Linear increase,t44,65,7.200,0.000,0.000,7.200,4.000,4.000
Linear increase,t44,66,7.280,0.000,0.000,7.280,4.000,4.000
Linear increase,t44,67,7.360,0.000,0.000,7.360,4.000,4.000
Linear increase,t44,68,7.440,0.000,0.000,7.440,4.000,4.000
Linear increase,t44,69,7.520,0.000,0.000,7.520,4.000,4.000
Linear increase,t44,70,7.600,0.000,0.000,7.600,4.000,4.000
Linear increase,t44,71,7.680,0.000,0.000,7.680,4.000,4.000
Linear increase,t44,72,7.760,0.000,0.000,7.760,4.000,4.000
Linear increase,t44,73,7.840,0.000,0.000,7.840,4.000,4.000
Linear increase,t44,74,7.920,0.000,0.020,7.940,4.000,4.000
Linear increase,t44,75,8.000,0.000,0.020,8.020,4.000,4.000
Linear increase,t44,76,8.080,0.000,0.000,8.080,4.000,4.000
Linear increase,t44,77,8.160,0.000,0.000,8.160,4.000,4.000
Linear increase,t44,78,8.240,0.000,0.000,8.240,4.000,4.000
Linear increase,t44,79,8.320,0.000,0.000,8.320,4.000,4.000
Linear increase,t44,80,8.400,0.000,0.000,8.400,4.000,4.000
Linear increase,t44,81,8.480,0.000,0.000,8.480,4.000,4.000
Linear increase,t44,82,8.560,0.000,0.000,8.560,4.000,4.000
Linear increase,t44,83,8.640,0.000,0.000,8.640,4.000,4.000
Linear increase,t44,84,8.720,0.000,0.000,8.720,4.000,4.000
Linear increase,t44,85,8.800,0.000,0.000,8.800,4.000,4.000
Linear increase,t44,86,8.880,0.000,0.000,8.880,4.000,4.000
Linear increase,t44,87,8.960,0.000,0.000,8.960,4.000,4.000
Linear increase,t44,88,9.040,0.000,0.000,9.040,4.000,4.000
Linear increase,t44,89,9.120,0.000,0.000,9.120,4.000,4.000
Linear increase,t44,90,9.200,0.000,0.000,9.200,4.000,4.000
Linear increase,t44,91,9.280,0.000,0.000,9.280,4.000,4.000
Linear increase,t44,92,9.360,0.000,0.000,9.360,4.000,4.000
Linear increase,t44,93,9.440,0.000,0.000,9.440,4.000,4.000
Linear increase,t44,94,9.520,0.000,0.000,9.520,4.000,4.000
Linear increase,t44,95,9.600,0.000,0.000,9.600,4.000,4.000
Linear increase,t44,96,9.680,0.000,0.000,9.680,4.000,4.000
Linear increase,t44,97,9.760,0.000,0.000,9.740,4.020,4.000
Linear increase,t44,98,9.840,0.000,0.000,9.860,4.000,4.000
Linear increase,t44,99,9.920,0.000,0.000,9.920,4.000,4.000
Linear increase,t44,100,10.000,0.000,0.000,10.000,4.000,4.000
Linear decrease,t50,1,10.000,0.000,3.000,1.000,14.000,4.000
Linear decrease,t50,2,9.920,0.000,0.000,5.000,18.920,4.000
Linear decrease,t50,3,9.840,0.000,0.000,0.000,28.760,4.000
Linear decrease,t50,4,9.760,0.000,0.000,5.000,33.520,4.000
Linear decrease,t50,5,9.680,0.000,0.000,5.000,38.200,4.000
Linear decrease,t50,6,9.600,0.000,5.000,0.000,52.800,4.000
Linear decrease,t50,7,9.520,0.000,0.000,50.000,12.320,4.000
Linear decrease,t50,8,9.440,0.000,0.000,7.000,14.760,4.000
Linear decrease,t50,9,9.360,0.000,0.000,10.000,14.120,4.000
Linear decrease,t50,10,9.280,0.000,0.000,10.000,13.400,4.000
Linear decrease,t50,11,9.200,0.000,0.000,13.000,9.600,4.000
Linear decrease,t50,12,9.120,0.000,0.000,9.000,9.720,4.000
Linear decrease,t50,13,9.040,0.000,0.000,15.000,3.760,4.000
Linear decrease,t50,14,8.960,0.000,0.300,0.000,13.020,4.000
Linear decrease,t50,15,8.880,0.000,0.000,13.000,8.900,4.000
Linear decrease,t50,16,8.800,0.000,0.000,8.000,9.700,4.000
Linear decrease,t50,17,8.720,0.000,0.000,9.000,9.420,4.000
Linear decrease,t50,18,8.640,0.000,0.000,9.420,8.640,4.000
Linear decrease,t50,19,8.560,0.000,0.000,8.640,8.560,4.000
Linear decrease,t50,20,8.480,0.000,0.000,8.560,8.480,4.000
Linear decrease,t50,21,8.400,0.000,0.000,8.480,8.400,4.000
Linear decrease,t50,22,8.320,0.000,0.000,16.800,-0.080,4.000
Linear decrease,t50,23,8.240,0.000,3.000,0.000,11.160,4.000
Linear decrease,t50,24,8.160,0.000,0.000,11.160,8.160,4.000
Linear decrease,t50,25,8.080,0.000,0.000,8.160,8.080,4.000
Linear decrease,t50,26,8.000,0.000,0.000,8.080,8.000,4.000
Linear decrease,t50,27,7.920,0.000,0.000,8.000,7.920,4.000
Linear decrease,t50,28,7.840,0.000,0.000,7.920,7.840,4.000
Linear decrease,t50,29,7.760,0.000,0.000,7.840,7.760,4.000
Linear decrease,t50,30,7.680,0.000,0.000,7.760,7.680,4.000
Linear decrease,t50,31,7.600,0.000,0.000,7.680,7.600,4.000
Linear decrease,t50,32,7.520,0.000,0.000,7.600,7.520,4.000
Linear decrease,t50,33,7.440,0.000,0.000,7.520,7.440,4.000
Linear decrease,t50,34,7.360,0.000,0.000,10.000,4.800,4.000
Linear decrease,t50,35,7.280,0.000,0.000,0.000,12.080,4.000
Linear decrease,t50,36,7.200,0.000,0.000,12.000,7.280,4.000
Linear decrease,t50,37,7.120,0.000,0.000,12.000,2.400,4.000
Linear decrease,t50,38,7.040,0.000,3.000,0.000,12.440,4.000
Linear decrease,t50,39,6.960,0.000,0.000,12.000,7.400,4.000
Linear decrease,t50,40,6.880,0.000,0.000,12.000,2.280,4.000
Linear decrease,t50,41,6.800,0.000,3.000,0.100,11.980,4.000
Linear decrease,t50,42,6.720,0.000,0.000,12.000,6.700,4.000
Linear decrease,t50,43,6.640,0.000,0.000,2.000,11.340,4.000
Linear decrease,t50,44,6.560,0.000,0.000,11.340,6.560,4.000
Linear decrease,t50,45,6.480,0.000,0.000,7.000,6.040,4.000
Linear decrease,t50,46,6.400,0.000,0.000,2.000,10.440,4.000
Linear decrease,t50,47,6.320,0.000,0.000,10.440,6.320,4.000
Linear decrease,t50,48,6.240,0.000,0.000,6.320,6.240,4.000
Linear decrease,t50,49,6.160,0.000,0.000,6.240,6.160,4.000
Linear decrease,t50,50,6.080,0.000,0.000,6.160,6.080,4.000
Linear decrease,t50,51,6.000,0.000,0.000,6.080,6.000,4.000
